"July 21, 2003 derecho and tornado outbreak","July 21, 2003","Indiana, Pennsylvania, New York, Vermont","22","0","$48M in damage. Tornadoes occurred in supercells embedded in a very intense ""Super-Derecho"" event, which at times took on a tropical cyclone-like appearance. An F3 leveled a farm near Ellisburg, Pennsylvania, and two F2s occurred in upstate New York."
"April 20, 2004 tornado outbreak","April 20, 2004","Illinois – Indiana","31","8","Unexpected outbreak produced an F3 that struck the Illinois towns of Granville and Utica, with 8 fatalities at the latter of the two locations. Many other weaker tornadoes touched down as well."
"May 2004 tornado outbreak sequence","May 21–31, 2004","Great Plains – Midwest","389","7","Very large outbreak sequence. Produced the second-widest tornado on record, a 2.5 mile-wide F4 that destroyed 95% of Hallam, Nebraska, killing 1. An F3 killed 1 person and destroyed 80% of Marengo, Indiana. An F4 near Weatherby, Missouri killed 3. See also: List of May 2004 tornado outbreak sequence tornadoes"
"2004 Roanoke, Illinois tornado","July 13, 2004","Central Illinois","4","0","High-end F4 tornado destroyed an industrial plant and swept away several homes."
"Hurricane Frances tornado outbreak","September 2004","Eastern United States","103","0","Produced a large outbreak of mostly weak tornadoes, though in South Carolina, the towns of Gadsden and Millwood sustained considerable damage from F2s. An F3 touched down near Camden."
"Hurricane Ivan tornado outbreak","September 2004","Eastern United States","120","7","Largest hurricane-related tornado outbreak ever recorded. An F2 struck Macedonia, Florida, and killed 4. Many strong tornadoes touched down in Virginia, including an F3 that struck Remington."
"November 22–24, 2004 tornado outbreak","November 22–24, 2004","Southern United States","104","4","Produced multiple strong tornadoes across the South. An F3 struck Olla and Standard, Louisiana, killing 1. An F2 severely damaged the Talladega Superspeedway and struck Bynum, resulting in another fatality."
"March 21–22, 2005 tornado outbreak","March 21–22, 2005","Southern United States","26","1","An F3 near Donalsonville, Georgia, killed one person, and an F2 struck Screven, Georgia, resulting in major damage. Many other weaker tornadoes touched down as well."
"April 5–7, 2005 tornado outbreak","April 5–7, 2005","Southern United States","39","0","Several strong tornadoes touched down across the Southern US, including an F3 that struck Mize, Mississippi. Another F3 caused major damage near Monterey, and an F2 struck Port Fourchon, Louisiana."
"2005 Hurricane Cindy tornado outbreak","July 6–8, 2005","Southeastern – Eastern United States","44","0","Produced an F2 that severely damaged the Atlanta Motor Speedway."
"August 2005 Wisconsin tornado outbreak","August 18, 2005","Wisconsin – Minnesota","28","1","Largest tornado outbreak in Wisconsin history. An F3 caused major damage in Stoughton and killed 1. An F2 also caused severe damage in Viola."
"Hurricane Katrina tornado outbreak","August 26–31, 2005","Southeastern – Eastern United States","54","1","Widespread outbreak produced mostly weak tornadoes. Worst damage occurred in Georgia, including an F2 that caused major damage and one fatality near Roopville. The towns of Helen and Fort Valley also sustained major damage from F2s."
"Hurricane Rita tornado outbreak","September 22–26, 2005","U.S. South","101","1","Produced numerous tornadoes across the South. An F3 caused major damage near Clayton, Louisiana. An F1 killed one person in a mobile home near Isola, Mississippi."
"Evansville Tornado of November 2005","November 6, 2005","Middle Mississippi – Ohio Valley","8","25","Nighttime F3 struck the Evansville, Indiana area, killing 25 people. Was part of a small outbreak that also produced strong tornadoes that struck Munfordville and Wheatcroft, Kentucky."
"November 2005 Iowa tornado outbreak","November 12, 2005","Iowa – Missouri","14","1","Rare November outbreak in the Great Plains. Strong tornadoes struck Ames, Woodward, and Stratford."
"Mid-November 2005 tornado outbreak","November 15, 2005","Central – Southeastern United States","49","1","F3 devastated a campground near Benton, Kentucky, and killed one person. A multiple-vortex F4 also hit Madisonville and Earlington, Kentucky, causing major damage. An F2 caused severe damage in Paris, Tennessee."
"Late-November 2005 tornado outbreak","November 27–28, 2005","Central – Southeastern United States","55","2","F3 near Plumerville, Arkansas, tossed multiple cars on a highway, killing one person. An F2 near Briar, Missouri, killed another. Another F3 caused major damage near Cherry Hill, Arkansas."
"March 2006 Tornado Outbreak Sequence","March 9–13, 2006","Central United States","99","11","Strong outbreak caused deadly tornadoes across the Midwestern United States. Two separate F2s struck Springfield, Illinois, resulting in major damage. An F3 near Renick, Missouri killed 4 people, and a double F4 occurred near Monroe City."
"April 2, 2006 Central United States tornado outbreak","April 2, 2006","Central United States","66","28","Long-tracked F3 devastated the towns of Marmaduke, Arkansas, and Caruthersville, Missouri, killing 2. A deadly F3 killed 16 people in Newbern, Tennessee, while another F3 killed 6 in Bradford."
"April 6–8, 2006 Tornado Outbreak","April 6–8, 2006","Central – Southeastern United States","73","10","Worst damage and all fatalities occurred in Tennessee. An F3 caused major damage near Charlotte, and another F3 devastated the town of Gallatin, killing 7. Two F1s killed 3 people in the McMinnville area as well. Many other weaker tornadoes also touched down."
"Easter Week 2006 tornado outbreak sequence","April 13–19, 2006","Midwestern United States","54","1","Produced an F2 that struck downtown Iowa City, resulting in major damage. An F1 killed one person in a mobile home near Nichols, Iowa. Multiple other tornadoes affected rural areas, a few of which were strong."
"May 9–10, 2006 tornado outbreak","May 9–10, 2006","Midwestern United States, Southern United States","30","3","An F2 caused considerable damage in Childress, Texas. An F3 near Westminster, Texas, killed 3 people. Other strong tornadoes occurred in Louisiana and Mississippi."
"August 24, 2006 tornado outbreak","August 24, 2006","North Dakota, South Dakota, Minnesota","14","1","Small but intense mid-Summer outbreak produced a long-tracked F3 that struck Nicollet and Kasota, Minnesota, killing one person. Two other F3s caused major damage in rural areas near Eureka and Wolsey, South Dakota."
"July 2006 Westchester County tornado","July 12, 2006","Southern New York and Fairfield, Connecticut","1","0","Rare F2 tornado in Westchester County, New York"
"Late–September 2006 tornado outbreak","September 21–23, 2006","Central United States","48","0","Numerous strong tornadoes hit the Midwest, mostly in rural areas. An F4 struck Crosstown, Missouri, and an F3 struck the north edge of Metropolis, Illinois."
"Mid-November 2006 tornado outbreak","November 2006","Southern United States","32","10","Several strong tornadoes occurred across the South. An F3 killed eight people in Riegelwood, North Carolina, and an F2 caused major damage in Montgomery, Alabama. Two F3s also affected rural areas in Mississippi."
"2007 Groundhog Day tornado outbreak","February 2, 2007","Florida","4","21","Single supercell produced three of the tornadoes, including two EF3s, and all 21 deaths. Was the second-deadliest tornado event in Florida, behind the outbreak of February 22–23, 1998."
"2007 New Orleans tornado outbreak","February 13, 2007","Southern United States","19","1","Produced two EF2s that caused major damage and one fatality in New Orleans, Louisiana. Another EF2 also caused major damage near the town of Breaux Bridge."
"February 23–24, 2007 tornado outbreak","February 23–24, 2007","Southern United States","20","0","Produced several strong tornadoes, especially in Arkansas. The town of Dumas was devastated by an EF3. Another EF3 occurred near Strong."
"February–March 2007 tornado outbreak sequence","February 28 – March 1, 2007","Kansas, Missouri, Alabama, Georgia","49","20","Numerous strong to violent tornadoes across the Midwest and South, including a destructive EF4 in Enterprise, Alabama, that killed 9 people, 8 of which were students at a local high school that was destroyed. Another EF4 struck Millers Ferry killing one, and a nighttime EF3 devastated Americus, Georgia, killing 2. An EF2 destroyed a mobile home park near Newton, Georgia, killing 6."
"Late-March 2007 tornado outbreak","March 28–31, 2007","Texas, Oklahoma, Nebraska, Kansas, Colorado","80","5","An EF3 tornado devastated the town of Holly, Colorado, killing two people. Other strong tornadoes hit the rural portions of the Great Plains, especially Texas."
"April 2007 nor'easter","April 13–15, 2007","Southern United States","36","2","Produced a moderate outbreak of tornadoes across the South. An EF1 caused considerable damage and killed one in Fort Worth, Texas. An EF3 caused major damage and caused another fatality near Mayesville, South Carolina."
"April 20–26, 2007 tornado outbreak sequence","April 20–27, 2007","United States, Mexico","92","10","An F4 struck Piedras Negras, Coahuila, killing 3 people. The parent supercell produced an EF3 that struck Eagle Pass, Texas, killing 7 people. The towns of Tulia and Cactus, Texas, sustained major damage from EF2s."
"May 2007 tornado outbreak","May 3–5, 2007","Kansas, Oklahoma, South Dakota, Colorado, Nebraska, Illinois","123","14","Very large outbreak across the Great Plains. Produced a large and deadly nighttime EF5 that destroyed 95% of Greensburg, Kansas, killing 11. Other strong tornadoes occurred in Oklahoma and elsewhere in Kansas."
"August 26, 2007 tornado outbreak","August 26, 2007","North Dakota, Minnesota","11","1","Localized outbreak produced a large EF4 that devastated the town of Northwood, North Dakota, killing 1. An EF3 caused damage near Rugh Lake, and an EF2 occurred near Reynolds."
"Mid-October 2007 tornado outbreak","October 17–19, 2007","Midwest, Ohio Valley, Great Lakes, U.S. South","63","5","EF3s caused major damage in Owensboro, Kentucky, and Nappanee, Indiana. Another EF3 affected rural areas near Vesta, Indiana. EF2s caused fatalities in parts of Missouri and Michigan, including one that struck Williamston, Michigan, and killed two people."
"January 2008 tornado outbreak sequence","January 7–9, 2008","Southwest Missouri, northwest Arkansas, northeast Oklahoma, Midwest, U.S. South","72","4","Rare January outbreak produced strong tornadoes as far north as Wisconsin, where an EF3 caused major damage in the town of Wheatland. Another EF3 caused severe damage in and around Lawrence, Illinois as well. An EF3 killed three people near Strafford, Missouri, and an EF2 killed one near Appleton, Arkansas. Several EF3s impacted Mississippi and Alabama, including one that caused major damage in the town of Caledonia, Mississippi."
"2008 Super Tuesday tornado outbreak","February 5–6, 2008","Tennessee, Kentucky, Arkansas, Mississippi, Alabama, Indiana, Texas","87","57","One of the deadliest outbreaks to hit Dixie Alley struck the Midwest and South, producing many strong and violent tornadoes. Included the longest-lived Arkansas tornado on record, an EF4 that traveled 122 mi (196 km) in two hours, killing 13 people. One long-track EF3 tornado caused 22 deaths alone in Tennessee and Kentucky, mainly near Castalian Springs. A pair of EF3 and EF4 tornadoes also struck Jackson, Tennessee, killing three in the area, and an EF2 moved through Memphis, killing two."
"2008 Atlanta tornado outbreak","March 14–15, 2008","Alabama, Georgia, North Carolina, South Carolina","45","3","Strong tornado hit downtown Atlanta for the second time in history, killing one person. An outbreak of tornadoes, some strong, moved across the South the next day, killing two people."
"May 1–2, 2008 tornado outbreak","May 1–3, 2008","Texas, Oklahoma, Kansas, Missouri, Iowa, Arkansas, Mississippi Alabama, Tennessee","62","6","Tornadoes struck the Midwest and South, including an EF3 that hit Damascus, Arkansas, killing five people."
"Mid-May 2008 tornado outbreak sequence","May 7–15, 2008","Oklahoma, Missouri","147","26","A long-track EF4 tornado killed 21 people in Picher, Oklahoma, and Neosho, Missouri. Other strong to violent tornadoes struck the Eastern and Southern states. See also: List of Mid-May 2008 tornado outbreak sequence tornadoes"
"Late-May 2008 tornado outbreak sequence","May 22–31, 2008","Colorado, Kansas, Nebraska, Oklahoma, Wyoming, North Dakota, South Dakota, Minnesota, Iowa, Texas","239","13","Large outbreak produced strong to violent tornadoes across the Great Plains and Midwest. An EF3 wedge struck Windsor, Colorado, killing one and causing severe damage. An EF5 tornado caused extreme damage in Parkersburg and New Hartford, Iowa, killing 9. A nighttime EF3 killed two people in a vehicle near Cairo, Kansas. Another EF3 also killed one in Hugo, Minnesota, and destroyed many homes. See also: List of Late-May 2008 tornado outbreak sequence tornadoes"
"June 2008 tornado outbreak sequence","June 3–12, 2008","Illinois, Iowa, Nebraska, Kansas","192","7","Third series of widespread tornado outbreaks. Tornadoes hit the Omaha-Council Bluffs area and the Chicago area. An EF3 tornado in Little Sioux, Iowa, struck the Boy Scouts of America's Little Sioux Scout Ranch, killing four people. Additionally, a violent EF4 tornado also hit Manhattan, Kansas. See also : List of June 2008 tornado outbreak sequence tornadoes"
"2008 Tropical Storm Fay tornado outbreak","August 18–27, 2008","Florida, Georgia, Alabama, South Carolina, North Carolina","50","0","Produced several tornadoes, including an EF2 near Wellington, Florida."
"November 2008 Carolinas tornado outbreak","November 15, 2008","North Carolina South Carolina","8 confirmed","2","Small, late-night tornado outbreak killed two people in the Carolinas."
"February 2009 tornado outbreak","February 10–11, 2009","Oklahoma, Arkansas, Texas, Alabama, Mississippi, Georgia, Tennessee, Indiana","15","8","Produced the strongest February tornado on record since 1950 in Oklahoma. An EF4 hit Lone Grove, killing eight people. Other tornadoes caused damage in the Oklahoma City area."
"Mid-February 2009 tornado outbreak","February 18–19, 2009","Georgia, Alabama","13","1","Small outbreak produced a few strong tornadoes and killed one person."
"March 2009 tornado outbreak sequence","March 23–29, 2009","Eastern United States","56","0","Produced the destructive Magee, Mississippi, and Corydon, Kentucky, tornadoes."
"April 2009 tornado outbreak","April 9–10, 2009","Oklahoma, Texas, Missouri, Arkansas, Louisiana, Mississippi Tennessee, Kentucky, Alabama, Georgia, South Carolina, North Carolina","85","5","Produced numerous strong tornadoes across the South, including an EF3 tornado that hit the Mena, Arkansas, area, killing three people, and an EF4 that hit Murfreesboro, Tennessee, killing two."
"May 2009 Southern Midwest derecho","May 8, 2009","Kansas, Missouri, Illinois, Kentucky, Tennessee, Virginia, North Carolina","39","6","Most of the damage was caused by a derecho."
"March 28","2010","Southeastern United States, The Bahamas","13","3","N/A","March 2010 Carolinas tornado outbreak","Substantial damage to the Piedmont Triad area of North Carolina and three deaths in the Bahamas. A damaging EF3 struck High Point, North Carolina."
"April 22–24","2010","Midwest, Southern United States","88","10","N/A","April 2010 tornado outbreak","Extremely large, long-tracked tornado moved from Tallulah, Louisiana, to north of West Point, Mississippi. Traveled 149.25 mi (240.19 km), the fourth-longest such path in Mississippi history, killing 10 people, four of them in Yazoo City. Other strong to violent tornadoes occurred as well, causing severe damage."
"April 30–May 2","2010","Midwest, Southern United States","58","5","N/A","April–May 2010 tornado outbreak","EF3 killed one person and extensively damaged Scotland, Arkansas. Overnight EF3 killed two people in a mobile home near Ashland, Mississippi, before crossing into Tennessee, killing one more near Pocahontas. The same storm also produced an EF2 with one death near Abbeville, Mississippi."
"May 10–13","2010","Oklahoma, Kansas, Arkansas","91","3","N/A","May 10–13, 2010 tornado outbreak","Numerous strong tornadoes touched down, especially in Oklahoma. Violent EF4 near Moore and Choctaw killed two people, destroying many homes, businesses, and automobiles in the area. A separate EF4 also badly damaged areas near Norman and Little Axe, killing one person in a mobile home."
"May 22–25","2010","Central United States","79","0","N/A","Late-May 2010 tornado outbreak","Fairly large tornado outbreak that affected the Great Plains. Most of the tornadoes remained over open country, but some caused considerable damage to rural farms and other structures. This outbreak produced a violent EF4 wedge tornado that caused severe damage near Bowdle, South Dakota."
"June 5–6","2010","Illinois, Indiana, Ohio, Michigan","53","8","N/A","Early-June 2010 tornado outbreak","An EF4 tornado hit Millbury and Lake Township in Ohio, killing seven people and becoming the second-deadliest US tornado of 2010. Several other destructive tornadoes touched down in Illinois, where one other person died."
"June 16–17","2010","North Dakota, Minnesota, Iowa","61","3","N/A","June 2010 Northern Plains tornado outbreak","Was one of the largest Minnesota outbreaks in history and the largest June outbreak in U.S. history. Four large EF4 tornadoes caused extensive damage throughout the states of Minnesota and North Dakota. Several other Northern Plains states also were impacted by strong tornadoes."
"September 16","2010","New York","14","2","N/A","2010 Brooklyn/Queens tornadoes","Two tornadoes (EF1 and EF0) embedded in a large area of damaging winds moved through the New York City area and caused significant damage, killing one person. The tornadoes were part of a small outbreak that affected the Eastern United States and killed two people."
"October 6","2010","Arizona, Utah","9","0","","October 2010 Arizona tornado outbreak","One of the strongest and most prolific tornado events west of the Rocky Mountains. Rare tornado outbreak struck the state of Arizona, producing a few strong and destructive tornadoes, including one rated EF3—one of the most intense ever recorded in the state. One other tornado touched down in Utah as well."
"October 23–27","2010","Central United States, Eastern United States","69","0","N/A","October 2010 North American storm complex","Massive and powerful storm system produced a widespread derecho with 69 embedded tornadoes. System also produced a blizzard and a windstorm."
"December 31–January 1","2010","Oklahoma, Arkansas, Missouri, Illinois","36","9","","2010 New Year's Eve tornado outbreak","An early morning EF3 tornado struck Cincinnati, Arkansas, killing four people. Another EF3 struck Fort Leonard Wood in southeastern Pulaski County, Missouri, and another killed two elderly women near Rolla. Additionally, an EF1 tornado killed two women near Lecoma and a high-end EF3 tornado caused extensive damage in Sunset Hills, killing another person."
"April 4–5","2011","Southern United States, Eastern United States","46","1","","April 4–5, 2011 derecho and tornado outbreak","Many tornadoes, including six EF2s, touched down across the southern and eastern United States. One of the tornadoes killed a person in a mobile home near Eastman, Georgia."
"April 9–11","2011","Iowa, Wisconsin, Texas, Missouri, Alabama","43","0","N/A","April 2011 Iowa–Wisconsin tornado outbreak","Produced many strong tornadoes in Iowa and Wisconsin. In Iowa, the towns of Mapleton, Early and Varina sustained major damage. In Wisconsin, Merrill, Cottonville and Kaukauna sustained severe damage as well."
"April 14–16","2011","Midwest, Southern United States","162","38","N/A","April 14–16, 2011 tornado outbreak","Very large three-day outbreak produced the largest North Carolina tornado outbreak on record. An EF3 tornado struck downtown Raleigh, killing six people, and another EF3 wedge killed 12 in the small town of Askewville. Deadly EF3s also devastated the towns of Tushka, Oklahoma and Leakesville, Mississippi."
"April 19–24","2011","Midwest","100","0","N/A","April 19–24, 2011 tornado outbreak sequence","Large tornado outbreak produced 100 tornadoes, one of which was a destructive EF4 that struck St. Louis. A few other strong tornadoes caused damage in Illinois, Indiana, Missouri, and Ohio, most of which were embedded in a squall line."
"April 25–28","2011","Southern United States","362","324","","2011 Super Outbreak","The largest continuous and fourth-deadliest outbreak in U.S. history caused the most tornado-related deaths since 1936. April 27 was also the deadliest tornado day in the U.S. since March 18, 1925, and the second-deadliest Alabama outbreak on record, with 238 deaths in the state, behind only the 268 people killed on March 21, 1932. The outbreak produced 15 violent (EF4-EF5) tornadoes all on April 27, behind only the 1965 Palm Sunday Outbreak (17) and 1974 Super Outbreak (30). Numerous, violent, long-tracked tornadoes, four of them EF5s, and eleven EF4s struck eastern Mississippi, north and central Alabama, northwestern Georgia, and eastern Tennessee. One of the longest-lived tornadoes on record, an EF5 traveled 132 mi (212 km) across northwest Alabama, devastating Hackleburg and other communities, killing 72 people, making it the deadliest Alabama tornado on record. Another long-tracked tornado produced EF4 damage in the Tuscaloosa–Birmingham area, killing 64. This outbreak is called the 2011 Super Outbreak due to the amount of tornadoes in one day (219 on 4/27 CDT), amount of violent tornadoes, and the severity and degree of the outbreak."
"May 21–26","2011","Great Plains, Midwest","241","178","","May 21–26, 2011 tornado outbreak sequence","Was one of the deadliest U.S. outbreaks on record and caused the highest single-day death rate since February 19–20, 1884 (at least 170 deaths). Also one of the largest tornado outbreaks in modern U.S. history. A catastrophic, multiple-vortex, rain-wrapped EF5 tornado on May 22 killed 158 people in Joplin, Missouri—the seventh-deadliest U.S. tornado event on record. A major outbreak on May 24 produced two high-end EF4 tornadoes in the Oklahoma City metropolitan area and an extremely violent EF5 tornado that killed nine people near El Reno–Piedmont. Another EF4 on that day struck Denning, Arkansas, killing four people, and a killer EF3 also struck Reading, Kansas."
"June 1","2011","New England","7","3","","2011 New England tornado outbreak","Long-track EF3 tornado struck multiple cities and towns, including Springfield, West Springfield, Westfield, Brimfield, Wilbraham and Monson, Massachusetts, the latter of which was the hardest hit. Caused three deaths in Massachusetts, the first tornado-related deaths there in 16 years. A few other weak tornadoes were also documented."
"June 18–22","2011","Midwest","78","0","N/A","June 18–22, 2011 tornado outbreak","Produced a series of strong tornadoes in Nebraska and Kansas, most of which remained in rural areas. However, some of the tornadoes caused severe damage to homes and farmsteads. A series of five tornadoes also damaged the Louisville area."
"November 14–16","2011","Southern United States","23","5","N/A","November 14–16, 2011 tornado outbreak","Small but deadly tornado outbreak killed five people in the Carolinas. Other tornadoes caused damage across the South, including an EF2 that caused severe damage in Auburn, Alabama."
"January 22–23","2012","Southern United States","25","2","N/A","January 22–23, 2012 tornado outbreak","Outbreak developed in the overnight hours of January 22–23. In Alabama, 11 tornadoes touched down, including one EF3 tornado in Jefferson County, that killed two people. Maplesville, Alabama, and Fordyce, Arkansas, sustained major damage from EF2s."
"February 28–29","2012","Great Plains, East South Central States, Ohio Valley","39","15","N/A","2012 Leap Day tornado outbreak","Several tornadoes formed on February 28 and 29. The strongest tornado, an EF4, hit Harrisburg, Illinois, killing eight people on February 29, just the second F4/EF4 to occur on Leap Day (the other in 1952). An EF2 tornado caused extensive damage in Branson, Missouri. Other deadly tornadoes struck Kansas, Missouri, and Tennessee."
"March 2–3","2012","Southern United States, Ohio Valley","65","41","N/A","March 2–3, 2012 tornado outbreak","A major outbreak produced many strong tornadoes from the Great Lakes to the Gulf Coast. A long-track EF4 devastated multiple towns in southern Indiana, especially Henryville, killing 11 people, and a long-tracked high-end EF3 destroyed downtown West Liberty, Kentucky, killing 10. Another EF4 killed four people near Crittenden, Kentucky, and an EF3 killed three people in Moscow, Ohio, destroying 80% of the town. Other strong tornadoes struck Georgia, Alabama and Tennessee."
"March 18–24","2012","Great Plains, Southern United States, Ohio Valley","63","1","N/A","March 18–24, 2012 tornado outbreak sequence","Slow-moving system produced 63 tornadoes across the Central and Eastern US, including an EF2 that killed one person in Illinois. Four strong tornadoes also caused damage in the North Platte, Nebraska area."
"April 3","2012","Texas, Louisiana","20","0","N/A","April 3, 2012 tornado outbreak","Tornadoes caused severe damage across the Dallas-Fort Worth metroplex, including an EF3 that destroyed many homes in Forney. Arlington and Lancaster also sustained major damage from EF2s."
"April 13–16","2012","Great Plains, Great Lakes region","95","6","N/A","April 13–16, 2012 tornado outbreak","EF3 tornadoes caused significant damage in both Wichita, Kansas, and Woodward, Oklahoma, with six people killed in the latter of the two locations. Also, an EF4 tornado destroyed structures near Kanopolis Lake, Kansas."
"June 23–26","2012","Florida","25","1","N/A","2012 Tropical Storm Debby tornado outbreak","Was the second-largest Florida tornado outbreak on record, after the outbreak caused by Hurricane Agnes on June 18–19, 1972. Produced 25 tornadoes and one fatality in Venus, Florida. Severe damage occurred in or near Winter Haven, Pass-a-Grille in St. Pete Beach and Lake Placid."
"August 27–September 4","2012","Midwest, Southern United States, Mid-Atlantic states","34","0","N/A","2012 Hurricane Isaac tornado outbreak","Produced several tornadoes across the eastern U.S., including EF2s in Corning, Arkansas, and Pascagoula, Mississippi."
"December 25–26","2012","Southern United States","26","0","N/A","2012 Christmas tornado outbreak","Produced several significant tornadoes, including two EF3 tornadoes in Texas and Mississippi, one of which was long tracked. A large EF2 wedge tornado also struck downtown Mobile, Alabama."
"January 29–30","2013","Midwest, Southern United States","65","1","N/A","January 29–30, 2013 tornado outbreak","One of the largest January outbreaks in U.S. history produced tornadoes from Oklahoma to Georgia, including a large EF3 that devastated the town of Adairsville, killing one person, and EF2s that hit the towns of Galatia, Coble and Mt. Juliet, causing severe damage. First tornado-related death in the U.S. since June 24, 2012."
"February 10","2013","Midwest, Southern United States","8","0","","February 10, 2013 tornado outbreak","Was a small, localized outbreak, but one that produced a violent, destructive EF4 tornado in Hattiesburg, the first in the area since 1908, destroying many buildings and injuring 82 people, but fortunately no fatalities. An EF2 caused considerable damage in the Pickwick area as well. Six other weak tornadoes were confirmed."
"April 7–11","2013","Midwest, Southern United States","28","1","N/A","April 7–11, 2013 tornado outbreak","A destructive EF2 struck Hazelwood, Missouri, and another EF2 caused major damage near Scotland, Arkansas. A long-tracked EF3 affected rural areas of Mississippi and Alabama, killing one person."
"May 15–17","2013","Texas, Louisiana, Alabama","25","6","","May 15–17, 2013 tornado outbreak","Produced several significant tornadoes, one of which was a large EF4 that killed six people and destroyed numerous homes in Granbury, Texas, the first violent tornado to strike Texas since 1999. Additionally, a large EF3 wedge caused significant damage in the town of Cleburne, while an EF1 heavily damaged downtown Ennis."
"May 18–21","2013","Midwest, West South Central States","67","26","N/A","May 18–21, 2013 tornado outbreak","Produced several significant tornadoes, especially in Oklahoma, where two violent tornadoes struck on successive days. An EF4 killed two people in the Shawnee area on May 19 and, only one day later, a devastating EF5 wedge tornado devastated Moore, killing 24 people. Other strong tornadoes struck elsewhere in Oklahoma, particularly in Carney on May 19, and in Kansas, Illinois and Ontario."
"May 26–31","2013","Midwest, West South Central States","115","9","","May 26–31, 2013 tornado outbreak","Produced the widest tornado on record, a massive, multiple-vortex EF3 on May 31 near El Reno, Oklahoma, killing eight people and producing Doppler-indicated winds greater than 295 mph (475 km/h) over open fields, among the highest winds measured on Earth.[10][11] Additionally, a large, intense EF3 remained nearly stationary for about an hour on May 28 west of Bennington, Kansas, producing Doppler-measured winds into the EF4 range above ground level. Other strong tornadoes struck Nebraska, Michigan, New York, Arkansas (one of which—though rated EF1—killed a person), Illinois and Missouri, as well as across Kansas and Oklahoma."
"June 12–13","2013","Midwest, Southern United States","26","0","","June 12–13, 2013 derecho series","Widespread severe weather event began with a few strong tornadoes in Iowa and Illinois, including an EF3 that caused major damage in the Belmond area. Storms grew into a large derecho with numerous embedded weak tornadoes. A second derecho the following day produced a few embedded tornadoes as well."
"October 3–7","2013","Midwest, Great Plains","22","0","","October 2013 North American storm complex","Powerful and dynamic storm system produced a small but intense late-season tornado outbreak, mainly across Nebraska and Iowa. Two of the tornadoes reached EF4 intensity, including one that caused severe damage in Wayne, Nebraska. Other strong tornadoes struck Creighton and Macy."
"November 17","2013","Midwest","73","8","","November 17, 2013 tornado outbreak","Many large and strong to violent tornadoes touched down across Illinois, Indiana, Ohio and Kentucky. Two EF4s struck Illinois, one of which devastated the town of Washington and killed three people. The other impacted the New Minden area, killing 2 others. An EF3 struck Brookport, killing three people. The outbreak produced the only known violent (EF4–EF5) tornadoes to strike Illinois in the month of November."
"April 25","2014","North Carolina","11","1","","April 2014 North Carolina tornado outbreak","Localized but intense outbreak produced an EF3 that caused major damage near the town of Washington. An EF2 in Edenton resulted in a fatality."
"April 27–30","2014","Midwest, Southern United States","84","35","","April 27–30, 2014 tornado outbreak","Deadly outbreak that mainly affected the Dixie Alley. A high-end EF4 devastated the towns of Mayflower and Vilonia, Arkansas, killing 16. Another EF4 killed 10 people and caused major damage in Louisville, Mississippi. An EF3 killed 2 when a trailer park was destroyed in Coxey, Alabama. Another EF3 struck Tupelo, Mississippi, killing 1 and causing severe damage."
"May 10–12","2014","Great Plains","44","0","N/A","May 10–12, 2014 tornado outbreak","A destructive EF2 damaged 80% of the structures in Orrick, Missouri. An EF3 caused major damage to farms near Sutton, Nebraska, and another very large EF3 damaged every structure in the town of Beaver Crossing, Nebraska."
"June 16–18","2014","Midwest","76","2","N/A","June 16–18, 2014 tornado outbreak","Outbreak spawned a cyclic supercell in Nebraska that produced four consecutive EF4s, including two twin tornadoes that devastated the town of Pilger and surrounding areas, killing 2. Three nighttime tornadoes (including an EF3) struck Madison, Wisconsin, and its suburbs. A large and slow-moving EF3 clipped the town of Coleridge, Nebraska. An EF2 caused major damage in Wessington Springs, South Dakota, and a violent EF4 obliterated a farm outside of Alpena."
"December 23–24","2014","Southern United States","10","5","N/A","December 23–24, 2014 tornado outbreak","Small but damaging outbreak produced a large EF3 that caused major damage in Columbia, Mississippi, and killed 3 people. An EF2 killed 2 others near Laurel. Another EF2 caused considerable damage near Amite, Louisiana."
"April 8–9","2015","Midwestern United States","24","2","N/A","2015 Rochelle-Fairdale, Illinois tornado","Long-tracked, very high-end EF4 tornado moved across several counties in northern Illinois, causing major damage near Rochelle and devastating the small town of Fairdale, where two people were killed. Was part of a relatively small outbreak of mostly weak tornadoes, though an EF2 caused considerable damage near Mount Selman, Texas."
"May 5–10","2015","Great Plains","127","5","N/A","May 5–10, 2015 tornado outbreak sequence","EF3s caused major damage in Bridge Creek, Oklahoma and Oklahoma City. A large EF3 caused significant damage and killed one person near Cisco, Texas, and a high-end EF2 severely damaged the town of Delmont, South Dakota. A nighttime EF3 killed two people and caused major damage in Van, Texas, while an EF2 killed two more at a mobile home park in Nashville, Arkansas."
"May 23–25","2015","Great Plains","75","16","N/A","2015 Texas–Oklahoma flood and tornado outbreak","Produced a destructive early-morning F3 that devastated the Mexican border city of Ciudad Acuña, killing 14 people. An EF2 killed one person near Cameron, Texas, while an EF3 killed another near Blue, Oklahoma. Outbreak was accompanied by catastrophic flooding."
"June 22–23","2015","Great Lakes, Midwestern United States","28","0","N/A","June 22–23, 2015 tornado outbreak","An EF2 and an EF3 caused significant damage in and around Albia, Iowa. An EF2 caused major damage in Edgington, Illinois, while another EF2 severely damaged a large campground near Sublette. A nighttime EF3 damaged or destroyed numerous homes in Coal City."
